feature,nonempty_rate
genres_list,0.9474264543730428
keywords_list,0.6853085167379702
top_cast_list,0.9481982975345125
director_list,0.9815639747717549
avg_user_rating,0.19902527235037268
unique_users>=5,0.07685352622061482
